block,rate,spam,total
23652792,0,0,80
23652793,0,0,61
23652794,0,0,47
23652795,0,0,51
23652796,0,0,53
23652797,0,0,56
23652798,16,10,64
23652799,10,6,60
23652800,0,0,79
23652801,0,0,75
23652802,0,0,78
23652803,65,91,140
23652804,11,8,76
23652805,0,0,60
23652806,0,0,49
23652807,7,5,69
23652808,0,0,52
23652809,0,0,70
23652810,0,0,62
23652811,0,0,46
23652812,0,0,46
23652813,0,0,45
23652814,0,0,51
23652815,0,0,49
23652816,0,0,49
23652817,0,0,46
23652818,0,0,42
23652819,0,0,52
23652820,11,6,57
23652821,25,15,60
23652822,14,8,58
23652823,17,10,59
23652824,9,6,64
23652825,9,5,55
23652826,10,5,50
23652827,0,0,56
23652828,0,0,43
23652829,0,0,45
23652830,0,0,48
23652831,0,0,60
23652832,0,0,40
23652833,0,0,52
23652834,9,5,54
23652835,0,0,61
23652836,0,0,55
23652837,14,9,63
23652838,0,0,60
23652839,0,0,51
23652840,0,0,84
23652841,0,0,63
23652842,0,0,64
23652843,0,0,79
23652844,0,0,69
23652845,0,0,52
23652846,0,0,65
23652847,10,5,52
23652848,0,0,55
23652849,19,16,86
23652850,13,8,64
23652851,10,6,58
23652852,9,6,64
23652853,10,6,60
23652854,8,5,61
23652855,0,0,42
23652856,0,0,53
23652857,0,0,45
23652858,0,0,48
23652859,9,5,55
23652860,15,8,55
23652861,26,16,61
23652862,0,0,59
23652863,0,0,59
23652864,12,19,160
23652865,17,17,98
23652866,0,0,151
23652867,0,0,71
23652868,0,0,65
23652869,0,0,70
23652870,0,0,69
23652871,46,59,127
23652872,47,59,126
23652873,16,11,68
23652874,55,72,130
23652875,15,10,68
23652876,47,74,159
23652877,40,50,125
23652878,67,164,243
23652879,43,76,175
23652880,27,35,131
23652881,60,119,198
23652882,59,135,228
23652883,38,98,260
23652884,24,68,278
23652885,62,136,220
23652886,80,192,239
23652887,74,176,237
23652888,52,94,181
23652889,39,59,150
23652890,33,36,108
23652891,0,0,68
23652892,11,7,66
23652893,0,0,59
23652894,0,0,66
23652895,72,176,243
23652896,0,0,65
23652897,9,7,79
23652898,0,0,67
23652899,0,0,53
23652900,0,0,53
23652901,11,7,61
23652902,8,6,72
23652903,25,20,79
23652904,0,0,59
23652905,0,0,49
23652906,0,0,48
23652907,0,0,51
23652908,0,0,57
23652909,0,0,54
23652910,12,8,67
23652911,0,0,53
23652912,0,0,56
23652913,0,0,52
23652914,0,0,61
23652915,9,5,54
23652916,9,5,58
23652917,0,0,77
23652918,0,0,74
23652919,0,0,61
23652920,15,9,59
23652921,0,0,74
23652922,0,0,68
23652923,0,0,67
23652924,7,5,71
23652925,14,8,59
23652926,22,19,87
23652927,66,158,241
23652928,0,0,130
23652929,6,5,86
23652930,0,0,91
23652931,10,6,59
23652932,0,0,60
23652933,0,0,48
23652934,0,0,48
23652935,0,0,70
23652936,0,0,50
23652937,0,0,41
23652938,0,0,57
23652939,0,0,50
23652940,0,0,46
23652941,0,0,49
23652942,0,0,48
23652943,15,8,55
23652944,0,0,48
23652945,0,0,67
23652946,0,0,47
23652947,10,5,51
23652948,34,34,100
23652949,24,24,99
23652950,0,0,66
23652951,0,0,47
23652952,0,0,43
23652953,0,0,54
23652954,0,0,50
23652955,0,0,44
23652956,0,0,44
23652957,0,0,49
23652958,0,0,65
23652959,0,0,51
23652960,8,5,66
23652961,0,0,62
23652962,0,0,47
23652963,9,6,69
23652964,80,199,248
23652965,79,226,287
23652966,72,200,276
23652967,16,15,94
23652968,0,0,58
23652969,0,0,64
23652970,14,11,79
23652971,0,0,73
23652972,0,0,60
23652973,0,0,50
23652974,20,15,76
23652975,14,11,80
23652976,17,12,71
23652977,9,5,55
23652978,8,5,62
23652979,0,0,64
23652980,0,0,54
23652981,0,0,67
23652982,31,26,85
23652983,0,0,82
23652984,0,0,53
23652985,72,160,223
23652986,30,30,101
23652987,75,183,243
23652988,70,144,205
23652989,11,8,73
23652990,0,0,100
23652991,0,0,63
23652992,0,0,135
23652993,53,97,184
23652994,0,0,60
23652995,0,0,53
23652996,14,8,59
23652997,0,0,59
23652998,0,0,47
23652999,0,0,62
23653000,0,0,48
23653001,0,0,49
23653002,0,0,43
23653003,0,0,52
23653004,0,0,55
23653005,0,0,48
23653006,71,106,150
23653007,95,189,200
23653008,67,110,165
23653009,60,82,137
23653010,79,139,175
23653011,71,130,183
23653012,61,71,116
23653013,53,70,132
23653014,66,77,117
23653015,39,67,174
23653016,53,59,112
23653017,47,50,106
23653018,42,51,121
23653019,41,45,110
23653020,45,45,99
23653021,43,43,99
23653022,57,60,106
23653023,60,64,106
23653024,69,83,120
23653025,72,123,170
23653026,80,151,188
23653027,0,0,100
23653028,0,0,110
23653029,0,0,135
23653030,9,15,164
23653031,0,0,66
23653032,0,0,47
23653033,0,0,58
23653034,0,0,54
23653035,0,0,59
23653036,0,0,59
23653037,0,0,75
23653038,0,0,51
23653039,0,0,58
23653040,0,0,52
23653041,0,0,56
23653042,0,0,58
23653043,8,6,75
23653044,0,0,61
23653045,45,56,124
23653046,0,0,57
23653047,0,0,63
23653048,0,0,51
23653049,0,0,64
23653050,0,0,60
23653051,11,10,93
23653052,0,0,75
23653053,0,0,60
23653054,4,5,123
23653055,0,0,114
23653056,0,0,82
23653057,0,0,117
23653058,0,0,57
23653059,7,5,76
23653060,0,0,54
23653061,0,0,63
23653062,0,0,78
23653063,0,0,52
23653064,0,0,48
23653065,0,0,58
23653066,0,0,54
23653067,0,0,71
23653068,0,0,37
23653069,0,0,50
23653070,0,0,45
23653071,0,0,58
23653072,0,0,51
23653073,0,0,51
23653074,0,0,47
23653075,0,0,47
23653076,0,0,46
23653077,23,14,62
23653078,12,6,49
23653079,26,25,97
23653080,7,5,68
23653081,18,13,73
23653082,0,0,56
23653083,0,0,53
23653084,0,0,59
23653085,0,0,75
23653086,0,0,53
23653087,0,0,58
23653088,0,0,80
23653089,6,6,103
23653090,0,0,74
23653091,11,10,88
23653092,9,7,82
23653093,0,0,61
23653094,0,0,66
23653095,0,0,61
23653096,0,0,57
23653097,0,0,52
23653098,0,0,51
23653099,0,0,63
23653100,8,5,60
23653101,0,0,62
23653102,0,0,57
23653103,0,0,51
23653104,0,0,42
23653105,0,0,33
23653106,0,0,41
23653107,0,0,61
23653108,8,5,62
23653109,0,0,57
23653110,0,0,63
23653111,0,0,48
23653112,0,0,71
23653113,0,0,69
23653114,0,0,67
23653115,0,0,47
23653116,0,0,54
23653117,0,0,59
23653118,0,0,53
23653119,0,0,67
23653120,59,113,193
23653121,0,0,154
23653122,0,0,71
23653123,0,0,70
23653124,0,0,86
23653125,0,0,132
23653126,5,6,123
23653127,0,0,99
23653128,63,154,245
23653129,0,0,77
23653130,0,0,94
23653131,8,8,99
23653132,9,9,100
23653133,0,0,96
23653134,0,0,73
23653135,0,0,73
23653136,0,0,80
23653137,0,0,105
23653138,4,5,119
23653139,0,0,134
23653140,23,48,212
23653141,28,30,109
23653142,31,37,121
23653143,71,163,228
23653144,82,205,251
23653145,80,210,263
23653146,35,45,127
23653147,0,0,93
23653148,18,19,106
23653149,0,0,57
23653150,6,6,100
23653151,22,24,108
23653152,0,0,57
23653153,0,0,64
23653154,0,0,49
23653155,0,0,51
23653156,0,0,64
23653157,18,13,72
23653158,64,94,146
23653159,9,6,64
23653160,0,0,64
23653161,0,0,47
23653162,0,0,61
23653163,0,0,57
23653164,0,0,52
23653165,0,0,57
23653166,8,5,59
23653167,0,0,51
23653168,0,0,58
23653169,0,0,53
23653170,0,0,49
23653171,0,0,72
23653172,0,0,52
23653173,7,5,74
23653174,9,6,68
23653175,0,0,49
23653176,0,0,53
23653177,7,5,68
23653178,0,0,52
23653179,0,0,58
23653180,0,0,61
23653181,0,0,60
23653182,0,0,54
23653183,0,0,64
23653184,6,8,126
23653185,13,20,155
23653186,9,5,58
23653187,0,0,61
23653188,10,7,73
23653189,0,0,66
23653190,0,0,71
23653191,0,0,68
23653192,0,0,69
23653193,6,5,84
23653194,0,0,70
23653195,0,0,70
23653196,0,0,78
23653197,0,0,77
23653198,0,0,54
23653199,11,6,57
23653200,13,10,76
23653201,16,10,61
23653202,13,7,55
23653203,0,0,60
23653204,0,0,41
23653205,0,0,55
23653206,0,0,59
23653207,0,0,51
23653208,0,0,50
23653209,0,0,59
23653210,9,6,65
23653211,6,5,78
23653212,0,0,45
23653213,0,0,46
23653214,0,0,90
23653215,14,8,59
23653216,0,0,44
23653217,0,0,61
23653218,0,0,49
23653219,0,0,52
23653220,0,0,63
23653221,0,0,45
23653222,0,0,59
23653223,10,7,68
23653224,15,10,66
23653225,13,8,60
23653226,11,7,64
23653227,12,8,68
23653228,0,0,59
23653229,0,0,51
23653230,0,0,50
23653231,0,0,52
23653232,0,0,56
23653233,0,0,48
23653234,0,0,52
23653235,0,0,59
23653236,9,5,58
23653237,23,15,64
23653238,8,6,74
23653239,0,0,62
23653240,22,16,74
23653241,0,0,71
23653242,0,0,63
23653243,0,0,65
23653244,0,0,50
23653245,0,0,46
23653246,0,0,62
23653247,0,0,53
23653248,0,0,94
23653249,0,0,87
23653250,64,131,205
23653251,53,85,159
23653252,0,0,53
23653253,0,0,39
23653254,0,0,45
23653255,0,0,64
23653256,85,234,274
23653257,8,7,92
23653258,0,0,61
23653259,0,0,27
23653260,22,10,46
23653261,13,7,56
23653262,12,7,59
23653263,18,11,61
23653264,0,0,47
23653265,0,0,0
23653266,0,0,105
23653267,7,5,69
23653268,0,0,50
23653269,10,8,77
23653270,0,0,69
23653271,0,0,48
23653272,30,25,84
23653273,49,78,159
23653274,0,0,46
23653275,0,0,57
23653276,0,0,72
23653277,0,0,44
23653278,73,128,175
23653279,62,87,141
23653280,0,0,61
23653281,0,0,63
23653282,0,0,57
23653283,0,0,54
23653284,0,0,55
23653285,0,0,60
23653286,0,0,51
23653287,0,0,64
23653288,0,0,45
23653289,0,0,31
23653290,0,0,56
23653291,0,0,39
23653292,23,16,70
23653293,21,12,56
23653294,24,30,123
23653295,21,22,104
23653296,0,0,51
23653297,0,0,51
23653298,0,0,56
23653299,0,0,63
23653300,0,0,56
23653301,0,0,65
23653302,0,0,63
23653303,0,0,52
23653304,0,0,53
23653305,0,0,43
23653306,0,0,47
23653307,0,0,57
23653308,0,0,57
23653309,14,7,50
23653310,11,8,74
23653311,0,0,65
23653312,0,0,121
23653313,16,15,94
23653314,0,0,52
23653315,0,0,51
23653316,63,78,124
23653317,0,0,57
23653318,0,0,38
23653319,0,0,51
23653320,0,0,41
23653321,0,0,61
23653322,0,0,46
23653323,0,0,50
23653324,0,0,47
23653325,0,0,44
23653326,0,0,43
23653327,0,0,49
23653328,0,0,41
23653329,0,0,50
23653330,0,0,43
23653331,0,0,32
23653332,0,0,45
23653333,0,0,48
23653334,0,0,70
23653335,0,0,61
23653336,0,0,62
23653337,0,0,59
23653338,0,0,53
23653339,0,0,48
23653340,0,0,63
23653341,67,108,161
23653342,50,62,125
23653343,9,5,55
23653344,9,5,56
23653345,11,6,56
23653346,75,165,221
23653347,69,147,212
23653348,78,188,240
23653349,50,62,124
23653350,31,38,121
23653351,25,20,79
23653352,19,17,91
23653353,74,142,191
23653354,67,146,217
23653355,24,21,88
23653356,15,13,89
23653357,0,0,65
23653358,7,7,94
23653359,0,0,69
23653360,0,0,76
23653361,20,19,97
23653362,12,12,102
23653363,11,10,91
23653364,0,0,34
23653365,0,0,52
23653366,0,0,82
23653367,7,5,76
23653368,0,0,80
23653369,0,0,63
23653370,0,0,97
23653371,0,0,65
23653372,0,0,60
23653373,0,0,49
23653374,0,0,49
23653375,15,6,40
23653376,0,0,75
23653377,0,0,100
23653378,5,5,101
23653379,9,10,108
23653380,0,0,102
23653381,0,0,94
23653382,0,0,124
23653383,12,10,86
23653384,0,0,76
23653385,0,0,92
23653386,26,28,109
23653387,65,110,168
23653388,74,173,235
23653389,21,18,85
23653390,6,5,85
23653391,0,0,63
23653392,9,8,85
23653393,54,74,138
23653394,65,136,210
23653395,77,167,217
23653396,75,173,232
23653397,78,155,200
23653398,83,210,254
23653399,84,222,263
23653400,70,144,206
23653401,78,233,298
23653402,73,145,198
23653403,80,176,221
23653404,79,213,269
23653405,31,34,110
23653406,42,55,132
23653407,53,90,171
23653408,7,6,91
23653409,61,119,196
23653410,0,0,51
23653411,28,17,61
23653412,11,7,63
23653413,10,7,71
23653414,15,6,40
23653415,14,5,37
23653416,0,0,39
23653417,21,21,101
23653418,0,0,55
23653419,18,12,65
23653420,0,0,58
23653421,0,0,64
23653422,11,5,46
23653423,0,0,49
23653424,0,0,53
23653425,45,50,111
23653426,0,0,38
23653427,0,0,65
23653428,0,0,45
23653429,92,272,295
23653430,94,280,297
23653431,92,332,359
23653432,92,292,317
23653433,93,321,346
23653434,95,360,379
23653435,20,28,141
23653436,0,0,94
23653437,0,0,105
23653438,61,133,219
23653439,73,176,240
23653440,0,0,122
23653441,80,198,246
23653442,79,178,225
23653443,7,5,68
23653444,21,19,91
23653445,6,5,83
23653446,7,7,99
23653447,0,0,79
23653448,15,13,87
23653449,13,9,69
23653450,0,0,54
23653451,9,5,56
23653452,0,0,43
23653453,0,0,56
23653454,0,0,50
23653455,0,0,45
23653456,0,0,54
23653457,0,0,50
23653458,0,0,48
23653459,0,0,57
23653460,0,0,59
23653461,77,80,104
23653462,86,179,207
23653463,88,200,227
23653464,69,103,150
23653465,63,80,126
23653466,73,87,120
23653467,0,0,107
23653468,6,5,89
23653469,31,36,115
23653470,12,8,66
23653471,0,0,51
23653472,10,6,63
23653473,0,0,57
23653474,27,22,81
23653475,21,16,78
23653476,0,0,67
23653477,9,5,56
23653478,10,5,51
23653479,0,0,49
23653480,0,0,63
23653481,0,0,55
23653482,0,0,47
23653483,0,0,55
23653484,0,0,48
23653485,0,0,50
23653486,0,0,68
23653487,9,5,53
23653488,0,0,50
23653489,0,0,52
23653490,73,204,278
23653491,9,7,74
23653492,0,0,48
23653493,0,0,52
23653494,0,0,47
23653495,9,6,65
23653496,49,60,123
23653497,8,5,65
23653498,0,0,61
23653499,0,0,48
23653500,0,0,50
23653501,11,5,47
23653502,0,0,40
23653503,0,0,45
23653504,0,0,86
23653505,5,5,108
23653506,10,12,117
23653507,0,0,326
23653508,6,6,107
23653509,67,178,267
23653510,76,194,254
23653511,58,116,199
23653512,83,203,244
23653513,0,0,0
23653514,0,0,125
23653515,28,35,127
23653516,0,0,74
23653517,6,6,108
23653518,0,0,115
23653519,12,16,134
23653520,25,28,110
23653521,39,26,66
23653522,6,5,89
23653523,6,7,119
23653524,0,0,92
23653525,10,9,89
23653526,17,18,106
23653527,44,49,111
23653528,29,30,104
23653529,44,57,131
23653530,17,19,111
23653531,0,0,54
23653532,5,5,100
23653533,15,17,117
23653534,17,17,100
23653535,10,11,114
23653536,0,0,0
23653537,0,0,115
23653538,29,27,94
23653539,19,17,90
23653540,6,5,85
23653541,0,0,0
23653542,0,0,93
23653543,8,6,79
23653544,20,17,85
23653545,22,19,86
23653546,22,20,90
23653547,8,6,76
23653548,0,0,84
23653549,0,0,68
23653550,0,0,57
23653551,8,8,96
23653552,0,0,0
23653553,6,7,110
23653554,0,0,68
23653555,0,0,59
23653556,10,6,62
23653557,0,0,52
23653558,60,52,87
23653559,0,0,55
23653560,0,0,13
23653561,6,6,106
23653562,19,12,63
23653563,0,0,39
23653564,0,0,0
23653565,0,0,95
23653566,0,0,57
23653567,0,0,57
23653568,0,0,183
23653569,0,0,45
23653570,0,0,26
23653571,0,0,24
23653572,0,0,29
23653573,0,0,31
23653574,0,0,45
23653575,0,0,29
23653576,0,0,27
23653577,0,0,39
23653578,0,0,42
23653579,0,0,29
23653580,0,0,31
23653581,0,0,27
23653582,0,0,26
23653583,0,0,34
23653584,0,0,28
23653585,0,0,27
23653586,0,0,33
23653587,0,0,32
23653588,0,0,39
23653589,0,0,22
23653590,0,0,21
23653591,0,0,39
23653592,0,0,38
23653593,13,6,45
23653594,0,0,42
23653595,0,0,49
23653596,0,0,40
23653597,0,0,38
23653598,0,0,35
23653599,0,0,37
23653600,0,0,44
23653601,0,0,28
23653602,11,7,65
23653603,0,0,65
23653604,0,0,55
23653605,0,0,46
23653606,0,0,47
23653607,0,0,52
23653608,0,0,53
23653609,17,7,41
23653610,0,0,36
23653611,11,5,46
23653612,13,5,40
23653613,49,51,105
23653614,8,5,65
23653615,8,5,60
23653616,8,5,64
23653617,0,0,39
23653618,0,0,52
23653619,0,0,48
23653620,0,0,45
23653621,0,0,47
23653622,0,0,41
23653623,0,0,38
23653624,13,6,46
23653625,9,5,57
23653626,0,0,61
23653627,0,0,44
23653628,12,5,42
23653629,0,0,40
23653630,0,0,46
23653631,0,0,48
23653632,0,0,171
23653633,4,5,142
23653634,0,0,70
23653635,0,0,71
23653636,0,0,91
23653637,0,0,100
23653638,0,0,39
23653639,26,17,66
23653640,0,0,53
23653641,0,0,43
23653642,0,0,58
23653643,0,0,46
23653644,0,0,51
23653645,0,0,48
23653646,0,0,42
23653647,0,0,52
23653648,0,0,49
23653649,0,0,57
23653650,0,0,43
23653651,11,6,56
23653652,0,0,64
23653653,0,0,58
23653654,0,0,53
23653655,0,0,58
23653656,0,0,48
23653657,0,0,60
23653658,0,0,47
23653659,0,0,49
23653660,0,0,53
23653661,0,0,53
23653662,0,0,51
23653663,0,0,40
23653664,0,0,59
23653665,0,0,61
23653666,0,0,46
23653667,0,0,53
23653668,0,0,44
23653669,0,0,42
23653670,0,0,48
23653671,0,0,56
23653672,0,0,45
23653673,0,0,56
23653674,9,6,67
23653675,14,10,73
23653676,17,11,66
23653677,8,5,63
23653678,0,0,72
23653679,0,0,58
23653680,0,0,79
23653681,0,0,74
23653682,0,0,69
23653683,0,0,48
23653684,0,0,42
23653685,11,6,53
23653686,0,0,55
23653687,0,0,46
23653688,0,0,61
23653689,0,0,53
23653690,0,0,58
23653691,0,0,49
23653692,0,0,66
23653693,14,7,51
23653694,0,0,44
23653695,0,0,53
23653696,6,7,123
23653697,0,0,42
23653698,0,0,41
23653699,0,0,45
23653700,0,0,47
23653701,0,0,42
23653702,0,0,43
23653703,0,0,47
23653704,0,0,49
23653705,0,0,53
23653706,0,0,51
23653707,0,0,51
23653708,0,0,47
23653709,10,5,48
23653710,0,0,55
23653711,0,0,46
23653712,11,8,72
23653713,34,26,77
23653714,59,79,133
23653715,58,70,120
23653716,0,0,44
23653717,0,0,42
23653718,0,0,51
23653719,0,0,49
23653720,0,0,54
23653721,0,0,49
23653722,0,0,27
23653723,0,0,48
23653724,0,0,35
23653725,0,0,36
23653726,0,0,35
23653727,0,0,38
23653728,23,16,70
23653729,16,8,50
23653730,19,10,53
23653731,23,14,60
23653732,10,5,49
23653733,15,8,55
23653734,0,0,47
23653735,0,0,55
23653736,0,0,55
23653737,0,0,43
23653738,0,0,46
23653739,0,0,67
23653740,0,0,43
23653741,0,0,51
23653742,0,0,41
23653743,0,0,39
23653744,0,0,44
23653745,0,0,40
23653746,14,6,44
23653747,0,0,38
23653748,26,13,50
23653749,0,0,40
23653750,0,0,55
23653751,0,0,50
23653752,0,0,33
23653753,0,0,50
23653754,0,0,44
23653755,0,0,37
23653756,0,0,38
23653757,13,6,48
23653758,13,8,60
23653759,19,10,53
23653760,88,313,354
23653761,91,302,332
23653762,93,328,351
23653763,95,345,362
23653764,67,155,230
23653765,29,44,152
23653766,0,0,122
23653767,8,11,139
23653768,6,7,118
23653769,0,0,72
23653770,0,0,84
23653771,29,52,180
23653772,8,22,282
23653773,71,143,201
23653774,14,12,87
23653775,0,0,50
23653776,0,0,41
23653777,18,12,65
23653778,0,0,54
23653779,0,0,57
23653780,0,0,54
23653781,0,0,79
23653782,0,0,47
23653783,0,0,48
23653784,0,0,59
23653785,0,0,68
23653786,10,5,52
23653787,0,0,51
23653788,86,272,317
23653789,72,168,234
23653790,25,27,109
23653791,0,0,83
23653792,0,0,67
23653793,0,0,75
23653794,0,0,63
23653795,0,0,69
23653796,0,0,71
23653797,0,0,73
23653798,0,0,98
23653799,0,0,42
23653800,0,0,57
23653801,0,0,78
23653802,0,0,77
23653803,0,0,67
23653804,0,0,55
23653805,0,0,63
23653806,0,0,58
23653807,81,126,155
23653808,68,123,181
23653809,0,0,82
23653810,22,25,116
23653811,36,28,78
23653812,35,32,91
23653813,0,0,54
23653814,0,0,50
23653815,0,0,71
23653816,0,0,54
23653817,0,0,52
23653818,0,0,77
23653819,0,0,54
23653820,45,43,95
23653821,89,294,329
23653822,84,257,306
23653823,91,306,335
23653824,85,303,355
23653825,88,279,316
23653826,86,264,307
23653827,94,373,396
23653828,47,63,135
23653829,83,200,240
23653830,10,13,136
23653831,59,132,222
23653832,58,133,228
23653833,71,160,224
23653834,28,35,126
23653835,36,60,166
23653836,0,0,77
23653837,0,0,82
23653838,0,0,0
23653839,7,8,123
23653840,0,0,61
23653841,0,0,75
23653842,0,0,87
23653843,9,9,99
23653844,16,20,129
23653845,0,0,58
23653846,5,5,100
23653847,0,0,48
23653848,0,0,44
23653849,0,0,35
23653850,0,0,58
23653851,12,6,52
23653852,0,0,53
23653853,0,0,47
23653854,0,0,52
23653855,0,0,67
23653856,0,0,57
23653857,52,77,148
23653858,0,0,56
23653859,0,0,55
23653860,0,0,45
23653861,0,0,43
23653862,0,0,68
23653863,0,0,55
23653864,0,0,56
23653865,0,0,44
23653866,0,0,51
23653867,0,0,65
23653868,9,5,55
23653869,0,0,57
23653870,0,0,66
23653871,0,0,61
23653872,0,0,62
23653873,0,0,47
23653874,0,0,54
23653875,0,0,46
23653876,0,0,44
23653877,0,0,56
23653878,0,0,49
23653879,0,0,62
23653880,0,0,47
23653881,0,0,37
23653882,0,0,49
23653883,0,0,55
23653884,0,0,60
23653885,0,0,64
23653886,8,5,59
23653887,0,0,48
23653888,10,12,116
23653889,0,0,74
23653890,0,0,90
23653891,0,0,48
23653892,0,0,40
23653893,0,0,57
23653894,0,0,48
23653895,0,0,50
23653896,0,0,57
23653897,0,0,54
23653898,0,0,55
23653899,0,0,44
23653900,0,0,40
23653901,0,0,51
23653902,0,0,39
23653903,0,0,45
23653904,0,0,48
23653905,0,0,48
23653906,0,0,45
23653907,0,0,53
23653908,8,5,59
23653909,0,0,56
23653910,8,5,62
23653911,0,0,65
23653912,0,0,69
23653913,7,5,67
23653914,0,0,79
23653915,0,0,82
23653916,11,7,64
23653917,12,9,75
23653918,17,11,65
23653919,14,8,56
23653920,12,7,60
23653921,10,9,88
23653922,0,0,47
23653923,0,0,64
23653924,15,14,93
23653925,0,0,77
23653926,0,0,65
23653927,0,0,69
23653928,0,0,61
23653929,0,0,42
23653930,0,0,51
23653931,0,0,70
23653932,0,0,57
23653933,10,9,87
23653934,0,0,61
23653935,53,70,132
23653936,62,107,173
23653937,35,36,104
23653938,0,0,56
23653939,0,0,60
23653940,0,0,57
23653941,0,0,41
23653942,0,0,58
23653943,0,0,60
23653944,0,0,59
23653945,0,0,69
23653946,11,6,53
23653947,9,10,111
23653948,0,0,233
23653949,4,8,210
23653950,0,0,92
23653951,0,0,135
23653952,0,0,155
23653953,0,0,191
23653954,0,0,67
23653955,0,0,87
23653956,0,0,75
23653957,0,0,73
23653958,0,0,67
23653959,0,0,59
23653960,0,0,70
23653961,0,0,61
23653962,0,0,76
23653963,0,0,73
23653964,0,0,69
23653965,0,0,108
23653966,0,0,82
23653967,0,0,69
23653968,0,0,80
23653969,0,0,71
23653970,0,0,60
23653971,0,0,74
23653972,0,0,78
23653973,13,11,83
23653974,0,0,82
23653975,0,0,90
23653976,7,7,104
23653977,7,6,87
23653978,0,0,82
23653979,11,10,90
23653980,0,0,59
23653981,0,0,57
23653982,0,0,48
23653983,0,0,57
23653984,0,0,45
23653985,69,190,274
23653986,67,165,245
23653987,80,209,261
23653988,72,185,257
23653989,54,93,171
23653990,0,0,63
23653991,0,0,46
23653992,0,0,48
23653993,9,6,67
23653994,23,13,56
23653995,14,9,63
23653996,69,143,206
23653997,59,108,182
23653998,61,119,194
23653999,7,7,105
23654000,49,65,134
23654001,43,53,123
23654002,0,0,57
23654003,6,5,77
23654004,0,0,59
23654005,0,0,43
23654006,0,0,54
23654007,0,0,64
23654008,0,0,66
23654009,8,5,61
23654010,0,0,52
23654011,0,0,55
23654012,0,0,51
23654013,0,0,64
23654014,0,0,53
23654015,0,0,66
23654016,0,0,117
23654017,0,0,97
23654018,0,0,48
23654019,0,0,45
23654020,0,0,49
23654021,0,0,42
23654022,0,0,42
23654023,0,0,38
23654024,0,0,44
23654025,0,0,52
23654026,0,0,56
23654027,0,0,48
23654028,0,0,50
23654029,0,0,54
23654030,0,0,45
23654031,0,0,56
23654032,0,0,47
23654033,0,0,46
23654034,0,0,59
23654035,0,0,51
23654036,0,0,45
23654037,0,0,49
23654038,75,208,277
23654039,78,204,260
23654040,67,122,183
23654041,70,164,233
23654042,41,62,153
23654043,0,0,44
23654044,0,0,47
23654045,0,0,46
23654046,0,0,44
23654047,0,0,29
23654048,0,0,51
23654049,0,0,54
23654050,10,6,58
23654051,0,0,54
23654052,0,0,29
23654053,0,0,47
23654054,0,0,69
23654055,0,0,45
23654056,0,0,42
23654057,0,0,38
23654058,0,0,39
23654059,0,0,50
23654060,0,0,36
23654061,0,0,45
23654062,0,0,47
23654063,0,0,44
23654064,0,0,45
23654065,0,0,47
23654066,0,0,44
23654067,0,0,42
23654068,0,0,36
23654069,0,0,48
23654070,11,6,53
23654071,0,0,55
23654072,22,13,59
23654073,12,9,78
23654074,12,7,58
23654075,0,0,57
23654076,13,6,45
23654077,0,0,49
23654078,11,6,53
23654079,54,50,92
23654080,4,5,113
23654081,0,0,74
23654082,6,6,98
23654083,34,54,158
23654084,18,18,101
23654085,0,0,82
23654086,0,0,70
23654087,0,0,75
23654088,0,0,94
23654089,0,0,68
23654090,0,0,63
23654091,0,0,78
23654092,0,0,71
23654093,0,0,65
23654094,0,0,81
23654095,0,0,78
23654096,21,15,70
23654097,29,33,113
23654098,14,13,95
23654099,60,101,168
23654100,71,146,206
23654101,25,42,165
23654102,11,10,91
23654103,12,8,65
23654104,0,0,51
23654105,0,0,68
23654106,0,0,57
23654107,0,0,39
23654108,0,0,62
23654109,0,0,49
23654110,0,0,36
23654111,0,0,51
23654112,0,0,58
23654113,0,0,68
23654114,0,0,41
23654115,0,0,64
23654116,0,0,49
23654117,0,0,58
23654118,0,0,47
23654119,0,0,57
23654120,0,0,49
23654121,0,0,44
23654122,53,58,110
23654123,0,0,58
23654124,8,5,59
23654125,0,0,55
23654126,0,0,44
23654127,10,5,48
23654128,0,0,47
23654129,0,0,48
23654130,0,0,43
23654131,0,0,44
23654132,0,0,52
23654133,11,5,46
23654134,8,5,61
23654135,8,5,64
23654136,0,0,52
23654137,0,0,60
23654138,0,0,63
23654139,0,0,56
23654140,0,0,36
23654141,0,0,70
23654142,0,0,53
23654143,0,0,45
23654144,0,0,118
23654145,0,0,154
23654146,11,14,127
23654147,15,16,104
23654148,36,42,117
23654149,7,15,226
23654150,7,5,73
23654151,0,0,105
23654152,12,8,67
23654153,15,14,93
23654154,0,0,0
23654155,20,28,139
23654156,28,29,104
23654157,29,84,289
23654158,70,217,309
23654159,0,0,0
23654160,39,65,166
23654161,0,0,0
23654162,0,0,97
23654163,0,0,0
23654164,7,6,82
23654165,0,0,99
23654166,25,16,63
23654167,0,0,71
23654168,17,13,75
23654169,0,0,0
23654170,0,0,92
23654171,0,0,65
23654172,0,0,60
23654173,0,0,0
23654174,0,0,0
23654175,7,5,69
23654176,0,0,93
23654177,68,100,147
23654178,0,0,0
23654179,0,0,74
23654180,0,0,79
23654181,0,0,0
23654182,0,0,80
23654183,0,0,47
23654184,0,0,0
23654185,18,25,137
23654186,79,190,239
23654187,10,6,62
23654188,11,7,62
23654189,8,6,77
23654190,0,0,0
