block,rate,spam,total
23651393,0,0,86
23651394,0,0,98
23651395,5,5,93
23651396,0,0,87
23651397,0,0,52
23651398,14,11,76
23651399,0,0,46
23651400,19,17,88
23651401,0,0,110
23651402,9,6,68
23651403,0,0,83
23651404,0,0,95
23651405,0,0,87
23651406,19,19,100
23651407,15,17,112
23651408,0,0,35
23651409,6,5,87
23651410,0,0,74
23651411,29,33,115
23651412,8,7,90
23651413,11,10,90
23651414,5,5,101
23651415,9,7,80
23651416,8,6,74
23651417,30,49,163
23651418,53,87,165
23651419,11,12,110
23651420,23,23,100
23651421,26,37,140
23651422,17,18,109
23651423,7,7,105
23651424,58,111,190
23651425,34,49,145
23651426,14,22,157
23651427,0,0,100
23651428,0,0,58
23651429,25,13,52
23651430,0,0,49
23651431,15,10,66
23651432,0,0,48
23651433,0,0,45
23651434,0,0,48
23651435,0,0,45
23651436,0,0,54
23651437,0,0,55
23651438,13,7,52
23651439,0,0,48
23651440,7,5,69
23651441,0,0,54
23651442,0,0,38
23651443,0,0,51
23651444,0,0,46
23651445,0,0,47
23651446,0,0,54
23651447,0,0,58
23651448,0,0,60
23651449,0,0,36
23651450,10,5,50
23651451,7,5,69
23651452,0,0,36
23651453,8,6,71
23651454,11,6,57
23651455,0,0,69
23651456,0,0,178
23651457,5,14,269
23651458,49,86,174
23651459,0,0,84
23651460,0,0,72
23651461,46,62,136
23651462,75,145,193
23651463,10,10,96
23651464,0,0,68
23651465,0,0,79
23651466,50,101,203
23651467,31,37,121
23651468,13,12,92
23651469,70,155,220
23651470,67,120,180
23651471,15,12,78
23651472,0,0,58
23651473,0,0,38
23651474,0,0,39
23651475,0,0,50
23651476,0,0,35
23651477,0,0,43
23651478,0,0,56
23651479,0,0,69
23651480,0,0,60
23651481,13,6,47
23651482,0,0,43
23651483,0,0,41
23651484,0,0,54
23651485,0,0,53
23651486,0,0,73
23651487,0,0,63
23651488,0,0,70
23651489,0,0,65
23651490,6,5,78
23651491,0,0,61
23651492,8,5,63
23651493,0,0,49
23651494,0,0,52
23651495,0,0,47
23651496,0,0,63
23651497,0,0,46
23651498,0,0,53
23651499,0,0,68
23651500,0,0,46
23651501,0,0,87
23651502,0,0,55
23651503,0,0,57
23651504,0,0,55
23651505,13,6,47
23651506,0,0,52
23651507,0,0,51
23651508,64,94,148
23651509,0,0,64
23651510,0,0,64
23651511,0,0,56
23651512,0,0,60
23651513,0,0,72
23651514,0,0,68
23651515,0,0,56
23651516,6,5,83
23651517,0,0,67
23651518,0,0,195
23651519,0,0,85
23651520,0,0,93
23651521,0,0,135
23651522,0,0,89
23651523,0,0,76
23651524,0,0,64
23651525,0,0,50
23651526,0,0,60
23651527,0,0,64
23651528,0,0,57
23651529,0,0,57
23651530,0,0,59
23651531,0,0,48
23651532,0,0,49
23651533,0,0,73
23651534,0,0,54
23651535,0,0,65
23651536,0,0,68
23651537,0,0,74
23651538,0,0,72
23651539,19,13,70
23651540,15,10,68
23651541,12,6,51
23651542,0,0,55
23651543,0,0,53
23651544,0,0,54
23651545,0,0,44
23651546,0,0,51
23651547,0,0,45
23651548,11,5,45
23651549,10,5,48
23651550,8,5,63
23651551,11,6,53
23651552,18,12,66
23651553,13,12,92
23651554,15,8,54
23651555,0,0,45
23651556,0,0,49
23651557,0,0,55
23651558,0,0,39
23651559,9,5,54
23651560,0,0,43
23651561,6,5,77
23651562,0,0,49
23651563,0,0,43
23651564,0,0,47
23651565,0,0,49
23651566,13,6,45
23651567,0,0,49
23651568,0,0,47
23651569,0,0,51
23651570,0,0,48
23651571,0,0,47
23651572,0,0,49
23651573,0,0,54
23651574,0,0,52
23651575,0,0,56
23651576,0,0,65
23651577,0,0,51
23651578,0,0,57
23651579,0,0,53
23651580,0,0,48
23651581,0,0,66
23651582,0,0,62
23651583,13,6,48
23651584,0,0,78
23651585,5,6,112
23651586,20,17,84
23651587,13,9,70
23651588,15,8,52
23651589,11,6,57
23651590,0,0,51
23651591,0,0,47
23651592,10,5,48
23651593,0,0,125
23651594,0,0,79
23651595,0,0,59
23651596,0,0,64
23651597,7,7,97
23651598,0,0,34
23651599,0,0,81
23651600,0,0,48
23651601,14,8,57
23651602,16,11,68
23651603,0,0,47
23651604,0,0,54
23651605,0,0,56
23651606,0,0,58
23651607,9,5,58
23651608,0,0,45
23651609,0,0,41
23651610,0,0,44
23651611,0,0,61
23651612,0,0,44
23651613,0,0,41
23651614,0,0,59
23651615,0,0,62
23651616,0,0,46
23651617,54,52,96
23651618,54,64,119
23651619,0,0,53
23651620,0,0,45
23651621,0,0,58
23651622,0,0,44
23651623,17,11,63
23651624,0,0,69
23651625,0,0,60
23651626,0,0,54
23651627,10,6,58
23651628,0,0,47
23651629,0,0,48
23651630,0,0,52
23651631,0,0,50
23651632,0,0,67
23651633,0,0,38
23651634,0,0,58
23651635,0,0,43
23651636,0,0,49
23651637,0,0,65
23651638,8,5,59
23651639,0,0,51
23651640,0,0,57
23651641,0,0,67
23651642,0,0,54
23651643,73,99,135
23651644,70,115,165
23651645,65,94,145
23651646,64,86,135
23651647,70,112,161
23651648,0,0,97
23651649,17,23,138
23651650,62,76,123
23651651,58,73,126
23651652,64,88,138
23651653,68,91,134
23651654,55,72,131
23651655,54,55,102
23651656,66,104,158
23651657,77,124,162
23651658,12,16,135
23651659,22,65,302
23651660,80,201,250
23651661,76,162,214
23651662,10,5,49
23651663,17,11,65
23651664,18,19,106
23651665,11,14,128
23651666,10,6,59
23651667,0,0,50
23651668,0,0,59
23651669,0,0,34
23651670,11,7,61
23651671,9,5,53
23651672,0,0,32
23651673,8,5,60
23651674,0,0,46
23651675,0,0,45
23651676,0,0,48
23651677,0,0,55
23651678,7,5,68
23651679,0,0,48
23651680,0,0,59
23651681,0,0,47
23651682,0,0,52
23651683,0,0,46
23651684,0,0,43
23651685,0,0,59
23651686,0,0,48
23651687,0,0,49
23651688,0,0,58
23651689,0,0,52
23651690,0,0,40
23651691,0,0,48
23651692,0,0,54
23651693,0,0,47
23651694,0,0,55
23651695,0,0,62
23651696,0,0,53
23651697,0,0,56
23651698,0,0,62
23651699,8,5,59
23651700,0,0,60
23651701,38,47,124
23651702,47,56,119
23651703,45,72,159
23651704,0,0,65
23651705,0,0,62
23651706,0,0,73
23651707,0,0,71
23651708,0,0,68
23651709,0,0,76
23651710,0,0,56
23651711,0,0,47
23651712,0,0,96
23651713,0,0,67
23651714,0,0,70
23651715,0,0,98
23651716,79,165,208
23651717,76,164,217
23651718,79,206,260
23651719,95,361,379
23651720,92,267,290
23651721,82,208,253
23651722,0,0,119
23651723,70,155,223
23651724,70,153,220
23651725,64,93,146
23651726,45,61,136
23651727,0,0,73
23651728,0,0,79
23651729,6,5,85
23651730,43,53,123
23651731,31,37,120
23651732,0,0,84
23651733,0,0,94
23651734,0,0,57
23651735,0,0,51
23651736,0,0,59
23651737,0,0,47
23651738,0,0,57
23651739,0,0,49
23651740,0,0,55
23651741,75,141,187
23651742,31,32,103
23651743,0,0,59
23651744,0,0,71
23651745,0,0,55
23651746,0,0,56
23651747,0,0,66
23651748,0,0,67
23651749,0,0,67
23651750,0,0,58
23651751,6,5,77
23651752,0,0,70
23651753,0,0,64
23651754,0,0,57
23651755,0,0,55
23651756,8,5,62
23651757,0,0,50
23651758,0,0,56
23651759,0,0,59
23651760,64,99,154
23651761,50,63,127
23651762,37,49,132
23651763,55,78,141
23651764,82,229,280
23651765,90,258,286
23651766,59,88,150
23651767,0,0,79
23651768,0,0,66
23651769,0,0,71
23651770,47,63,135
23651771,38,40,104
23651772,65,102,157
23651773,50,77,153
23651774,0,0,112
23651775,6,5,88
23651776,0,0,106
23651777,0,0,111
23651778,0,0,114
23651779,0,0,46
23651780,0,0,64
23651781,0,0,52
23651782,14,10,70
23651783,0,0,69
23651784,0,0,55
23651785,0,0,47
23651786,0,0,54
23651787,0,0,48
23651788,0,0,53
23651789,17,11,64
23651790,61,109,179
23651791,0,0,62
23651792,0,0,73
23651793,9,8,85
23651794,0,0,53
23651795,9,5,55
23651796,0,0,42
23651797,0,0,60
23651798,0,0,50
23651799,0,0,55
23651800,7,6,86
23651801,0,0,55
23651802,0,0,30
23651803,7,5,67
23651804,0,0,61
23651805,0,0,47
23651806,0,0,55
23651807,0,0,44
23651808,0,0,35
23651809,0,0,42
23651810,0,0,42
23651811,0,0,39
23651812,0,0,59
23651813,0,0,52
23651814,0,0,57
23651815,0,0,52
23651816,0,0,51
23651817,0,0,51
23651818,0,0,26
23651819,0,0,53
23651820,0,0,43
23651821,0,0,50
23651822,0,0,54
23651823,0,0,58
23651824,0,0,36
23651825,11,6,53
23651826,20,12,59
23651827,0,0,45
23651828,14,7,50
23651829,0,0,39
23651830,0,0,49
23651831,0,0,56
23651832,0,0,45
23651833,0,0,47
23651834,0,0,45
23651835,10,6,59
23651836,0,0,34
23651837,0,0,49
23651838,0,0,40
23651839,0,0,58
23651840,68,129,190
23651841,0,0,163
23651842,0,0,286
23651843,0,0,53
23651844,0,0,80
23651845,0,0,82
23651846,0,0,72
23651847,0,0,68
23651848,0,0,92
23651849,0,0,65
23651850,0,0,77
23651851,0,0,71
23651852,0,0,74
23651853,0,0,66
23651854,0,0,40
23651855,0,0,79
23651856,0,0,65
23651857,0,0,53
23651858,0,0,71
23651859,0,0,71
23651860,0,0,84
23651861,0,0,83
23651862,14,14,101
23651863,0,0,68
23651864,0,0,106
23651865,0,0,46
23651866,9,7,75
23651867,0,0,59
23651868,0,0,47
23651869,0,0,48
23651870,12,6,52
23651871,0,0,95
23651872,0,0,52
23651873,0,0,49
23651874,0,0,51
23651875,0,0,77
23651876,0,0,40
23651877,0,0,60
23651878,0,0,46
23651879,0,0,42
23651880,0,0,51
23651881,0,0,52
23651882,0,0,56
23651883,17,12,70
23651884,82,198,241
23651885,73,165,225
23651886,67,148,220
23651887,70,149,212
23651888,67,145,217
23651889,9,6,65
23651890,0,0,59
23651891,0,0,85
23651892,0,0,58
23651893,8,5,62
23651894,0,0,63
23651895,0,0,50
23651896,0,0,53
23651897,0,0,54
23651898,0,0,55
23651899,0,0,50
23651900,0,0,53
23651901,0,0,66
23651902,19,14,72
23651903,0,0,55
23651904,0,0,91
23651905,0,0,64
23651906,0,0,127
23651907,5,6,130
23651908,36,44,121
23651909,10,16,156
23651910,0,0,137
23651911,4,5,118
23651912,15,23,158
23651913,6,7,125
23651914,0,0,0
23651915,0,0,94
23651916,0,0,101
23651917,10,10,97
23651918,6,5,89
23651919,10,7,70
23651920,6,5,78
23651921,6,5,88
23651922,0,0,79
23651923,0,0,89
23651924,0,0,81
23651925,7,6,92
23651926,0,0,87
23651927,0,0,65
23651928,0,0,75
23651929,0,0,39
23651930,0,0,105
23651931,14,15,108
23651932,20,12,61
23651933,0,0,68
23651934,16,14,87
23651935,27,20,73
23651936,19,14,74
23651937,9,8,87
23651938,27,22,82
23651939,0,0,0
23651940,9,10,114
23651941,13,8,60
23651942,0,0,62
23651943,35,25,72
23651944,64,110,173
23651945,6,6,95
23651946,39,40,103
23651947,8,6,77
23651948,0,0,46
23651949,0,0,68
23651950,14,5,36
23651951,5,5,99
23651952,24,18,74
23651953,9,5,58
23651954,0,0,50
23651955,0,0,78
23651956,26,20,76
23651957,14,10,71
23651958,14,10,70
23651959,44,56,127
23651960,7,6,82
23651961,0,0,62
23651962,0,0,66
23651963,0,0,67
23651964,0,0,0
23651965,0,0,111
23651966,0,0,67
23651967,0,0,37
23651968,0,0,110
23651969,0,0,98
23651970,0,0,39
23651971,0,0,43
23651972,0,0,46
23651973,0,0,63
23651974,0,0,59
23651975,0,0,63
23651976,0,0,49
23651977,0,0,47
23651978,0,0,46
23651979,0,0,52
23651980,0,0,69
23651981,0,0,45
23651982,0,0,55
23651983,26,17,65
23651984,8,5,66
23651985,0,0,61
23651986,0,0,63
23651987,8,5,63
23651988,0,0,64
23651989,0,0,50
23651990,0,0,56
23651991,0,0,40
23651992,0,0,66
23651993,0,0,48
23651994,0,0,59
23651995,0,0,72
23651996,0,0,50
23651997,0,0,60
23651998,0,0,60
23651999,0,0,47
23652000,0,0,51
23652001,61,100,165
23652002,0,0,57
23652003,0,0,55
23652004,0,0,54
23652005,0,0,58
23652006,0,0,40
23652007,0,0,58
23652008,0,0,51
23652009,0,0,57
23652010,0,0,47
23652011,0,0,55
23652012,0,0,66
23652013,0,0,54
23652014,0,0,64
23652015,22,11,50
23652016,0,0,65
23652017,0,0,53
23652018,10,5,48
23652019,15,11,74
23652020,8,5,66
23652021,0,0,54
23652022,0,0,66
23652023,0,0,59
23652024,0,0,53
23652025,0,0,43
23652026,0,0,53
23652027,0,0,54
23652028,0,0,50
23652029,0,0,50
23652030,0,0,51
23652031,0,0,75
23652032,0,0,83
23652033,0,0,107
23652034,21,16,76
23652035,0,0,45
23652036,18,11,60
23652037,0,0,45
23652038,0,0,55
23652039,0,0,46
23652040,0,0,56
23652041,0,0,59
23652042,0,0,53
23652043,0,0,38
23652044,0,0,39
23652045,0,0,48
23652046,0,0,51
23652047,10,6,59
23652048,0,0,47
23652049,10,5,51
23652050,0,0,47
23652051,0,0,45
23652052,37,23,62
23652053,17,11,63
23652054,0,0,45
23652055,15,7,48
23652056,0,0,55
23652057,0,0,52
23652058,0,0,55
23652059,12,5,42
23652060,0,0,49
23652061,0,0,58
23652062,0,0,50
23652063,0,0,35
23652064,0,0,52
23652065,0,0,41
23652066,0,0,51
23652067,0,0,45
23652068,0,0,38
23652069,0,0,49
23652070,0,0,48
23652071,0,0,59
23652072,10,7,69
23652073,31,21,67
23652074,13,8,62
23652075,20,12,61
23652076,9,5,58
23652077,11,7,66
23652078,0,0,60
23652079,0,0,48
23652080,0,0,65
23652081,0,0,52
23652082,27,27,101
23652083,0,0,51
23652084,0,0,53
23652085,16,8,50
23652086,0,0,45
23652087,0,0,46
23652088,81,203,251
23652089,21,15,72
23652090,22,14,65
23652091,0,0,62
23652092,0,0,48
23652093,0,0,54
23652094,0,0,38
23652095,0,0,52
23652096,30,36,121
23652097,0,0,90
23652098,0,0,67
23652099,0,0,74
23652100,0,0,170
23652101,24,31,130
23652102,0,0,104
23652103,59,108,183
23652104,44,69,158
23652105,0,0,58
23652106,0,0,53
23652107,0,0,50
23652108,7,5,71
23652109,0,0,54
23652110,7,6,81
23652111,0,0,58
23652112,19,13,68
23652113,7,5,74
23652114,0,0,66
23652115,0,0,64
23652116,0,0,58
23652117,0,0,61
23652118,0,0,75
23652119,15,11,72
23652120,0,0,71
23652121,0,0,60
23652122,0,0,56
23652123,0,0,60
23652124,11,5,45
23652125,0,0,42
23652126,0,0,66
23652127,11,7,62
23652128,22,12,55
23652129,17,10,58
23652130,0,0,54
23652131,9,5,56
23652132,0,0,52
23652133,0,0,45
23652134,7,5,68
23652135,8,5,62
23652136,0,0,64
23652137,14,7,51
23652138,0,0,39
23652139,20,11,56
23652140,0,0,42
23652141,0,0,64
23652142,0,0,54
23652143,10,5,51
23652144,0,0,46
23652145,0,0,45
23652146,0,0,55
23652147,0,0,37
23652148,18,8,45
23652149,0,0,50
23652150,0,0,50
23652151,0,0,57
23652152,0,0,57
23652153,0,0,38
23652154,0,0,48
23652155,0,0,58
23652156,0,0,64
23652157,0,0,45
23652158,0,0,43
23652159,0,0,63
23652160,0,0,92
23652161,6,7,121
23652162,0,0,46
23652163,0,0,53
23652164,10,5,50
23652165,6,7,116
23652166,9,7,76
23652167,0,0,107
23652168,4,5,127
23652169,0,0,138
23652170,0,0,114
23652171,12,16,134
23652172,0,0,113
23652173,0,0,100
23652174,25,29,114
23652175,17,12,71
23652176,0,0,63
23652177,0,0,106
23652178,0,0,90
23652179,0,0,80
23652180,5,8,161
23652181,0,0,104
23652182,0,0,118
23652183,10,13,132
23652184,35,57,163
23652185,37,71,190
23652186,4,5,112
23652187,0,0,111
23652188,0,0,128
23652189,0,0,101
23652190,0,0,87
23652191,15,10,65
23652192,4,5,117
23652193,0,0,121
23652194,0,0,90
23652195,5,5,103
23652196,5,5,97
23652197,0,0,97
23652198,0,0,99
23652199,0,0,94
23652200,0,0,106
23652201,0,0,98
23652202,12,13,109
23652203,44,73,167
23652204,0,0,108
23652205,0,0,123
23652206,33,47,144
23652207,0,0,121
23652208,0,0,125
23652209,0,0,116
23652210,8,10,126
23652211,6,5,86
23652212,26,37,145
23652213,0,0,113
23652214,20,36,183
23652215,30,49,164
23652216,36,71,200
23652217,62,171,275
23652218,67,176,261
23652219,6,7,122
23652220,7,5,72
23652221,0,0,116
23652222,0,0,118
23652223,0,0,138
23652224,15,29,194
23652225,0,0,145
23652226,0,0,118
23652227,14,13,95
23652228,0,0,102
23652229,9,7,78
23652230,0,0,97
23652231,0,0,140
23652232,0,0,66
23652233,0,0,109
23652234,8,5,65
23652235,0,0,77
23652236,5,6,124
23652237,71,122,173
23652238,38,49,130
23652239,22,33,148
23652240,81,252,312
23652241,41,67,164
23652242,23,26,114
23652243,0,0,106
23652244,10,13,124
23652245,5,7,132
23652246,8,10,124
23652247,0,0,79
23652248,6,9,152
23652249,13,17,132
23652250,9,11,117
23652251,38,48,128
23652252,40,32,80
23652253,42,47,111
23652254,5,7,134
23652255,18,27,147
23652256,0,0,37
23652257,0,0,43
23652258,0,0,44
23652259,0,0,37
23652260,0,0,52
23652261,0,0,54
23652262,0,0,42
23652263,0,0,49
23652264,0,0,43
23652265,0,0,55
23652266,0,0,55
23652267,0,0,45
23652268,0,0,43
23652269,0,0,54
23652270,0,0,59
23652271,0,0,43
23652272,9,5,57
23652273,0,0,50
23652274,10,5,48
23652275,17,12,69
23652276,27,17,63
23652277,0,0,48
23652278,0,0,55
23652279,0,0,41
23652280,0,0,52
23652281,0,0,45
23652282,0,0,56
23652283,0,0,57
23652284,0,0,46
23652285,8,5,60
23652286,0,0,63
23652287,0,0,79
23652288,0,0,144
23652289,0,0,103
23652290,0,0,59
23652291,0,0,65
23652292,0,0,54
23652293,0,0,53
23652294,0,0,56
23652295,0,0,43
23652296,61,116,190
23652297,70,172,245
23652298,66,147,224
23652299,74,210,283
23652300,68,135,199
23652301,75,174,232
23652302,40,51,127
23652303,0,0,59
23652304,0,0,59
23652305,0,0,47
23652306,0,0,49
23652307,0,0,46
23652308,0,0,54
23652309,0,0,54
23652310,0,0,59
23652311,0,0,46
23652312,0,0,51
23652313,0,0,50
23652314,0,0,64
23652315,18,10,57
23652316,0,0,45
23652317,17,10,59
23652318,0,0,51
23652319,0,0,38
23652320,9,5,55
23652321,9,5,54
23652322,0,0,55
23652323,7,5,76
23652324,0,0,44
23652325,0,0,51
23652326,0,0,60
23652327,0,0,47
23652328,0,0,46
23652329,0,0,49
23652330,10,5,51
23652331,34,24,70
23652332,68,168,246
23652333,0,0,58
23652334,0,0,89
23652335,0,0,47
23652336,0,0,89
23652337,0,0,86
23652338,0,0,56
23652339,0,0,48
23652340,0,0,111
23652341,0,0,47
23652342,0,0,43
23652343,0,0,42
23652344,11,5,45
23652345,28,21,76
23652346,62,95,153
23652347,0,0,49
23652348,0,0,44
23652349,0,0,62
23652350,0,0,43
23652351,55,18,33
23652352,6,7,120
23652353,5,5,105
23652354,82,283,347
23652355,0,0,116
23652356,0,0,79
23652357,0,0,103
23652358,0,0,75
23652359,5,6,123
23652360,6,8,133
23652361,0,0,92
23652362,16,16,102
23652363,12,12,98
23652364,9,10,112
23652365,8,6,78
23652366,0,0,98
23652367,0,0,90
23652368,0,0,99
23652369,7,7,104
23652370,12,12,104
23652371,0,0,99
23652372,0,0,202
23652373,12,14,115
23652374,0,0,122
23652375,0,0,180
23652376,0,0,81
23652377,4,5,133
23652378,30,57,187
23652379,16,22,138
23652380,51,101,200
23652381,9,11,127
23652382,5,5,103
23652383,0,0,101
23652384,20,25,123
23652385,0,0,105
23652386,0,0,103
23652387,9,9,101
23652388,0,0,92
23652389,48,100,209
23652390,56,117,208
23652391,43,86,201
23652392,0,0,81
23652393,37,61,166
23652394,0,0,122
23652395,6,9,141
23652396,5,6,124
23652397,0,0,91
23652398,13,10,78
23652399,19,21,109
23652400,33,43,129
23652401,0,0,102
23652402,0,0,101
23652403,0,0,88
23652404,0,0,78
23652405,2,5,282
23652406,0,0,117
23652407,0,0,82
23652408,0,0,70
23652409,0,0,102
23652410,0,0,83
23652411,4,5,123
23652412,14,18,132
23652413,6,6,102
23652414,0,0,86
23652415,0,0,82
23652416,0,0,120
23652417,8,7,90
23652418,0,0,44
23652419,0,0,61
23652420,0,0,52
23652421,0,0,55
23652422,0,0,46
23652423,0,0,37
23652424,0,0,60
23652425,0,0,73
23652426,0,0,38
23652427,14,7,51
23652428,10,6,60
23652429,20,12,61
23652430,11,6,57
23652431,75,144,192
23652432,7,5,70
23652433,8,5,63
23652434,0,0,57
23652435,0,0,55
23652436,0,0,55
23652437,0,0,47
23652438,0,0,54
23652439,0,0,55
23652440,0,0,50
23652441,0,0,57
23652442,0,0,41
23652443,0,0,59
23652444,0,0,46
23652445,18,10,55
23652446,0,0,50
23652447,0,0,54
23652448,0,0,47
23652449,17,17,100
23652450,35,35,100
23652451,0,0,60
23652452,0,0,47
23652453,0,0,44
23652454,0,0,64
23652455,15,10,65
23652456,13,8,60
23652457,0,0,58
23652458,0,0,51
23652459,0,0,54
23652460,0,0,49
23652461,0,0,54
23652462,11,5,45
23652463,0,0,58
23652464,0,0,53
23652465,0,0,55
23652466,0,0,54
23652467,0,0,78
23652468,0,0,55
23652469,11,7,65
23652470,9,6,65
23652471,14,7,49
23652472,12,5,43
23652473,0,0,47
23652474,0,0,46
23652475,0,0,49
23652476,0,0,46
23652477,0,0,53
23652478,0,0,49
23652479,0,0,36
23652480,51,117,230
23652481,36,79,219
23652482,0,0,88
23652483,0,0,49
23652484,0,0,56
23652485,0,0,50
23652486,0,0,55
23652487,0,0,50
23652488,0,0,55
23652489,0,0,41
23652490,0,0,48
23652491,0,0,63
23652492,0,0,43
23652493,0,0,52
23652494,0,0,42
23652495,0,0,41
23652496,0,0,62
23652497,60,129,215
23652498,7,5,76
23652499,23,21,93
23652500,8,5,63
23652501,8,5,59
23652502,0,0,52
23652503,0,0,47
23652504,11,7,62
23652505,28,21,76
23652506,14,8,58
23652507,0,0,50
23652508,18,12,68
23652509,18,13,71
23652510,7,5,69
23652511,0,0,50
23652512,0,0,53
23652513,8,5,61
23652514,0,0,42
23652515,0,0,47
23652516,0,0,50
23652517,0,0,45
23652518,0,0,51
23652519,0,0,73
23652520,0,0,37
23652521,0,0,41
23652522,0,0,60
23652523,0,0,57
23652524,20,16,80
23652525,0,0,56
23652526,0,0,45
23652527,0,0,38
23652528,0,0,44
23652529,0,0,56
23652530,0,0,52
23652531,0,0,47
23652532,9,5,56
23652533,0,0,44
23652534,0,0,46
23652535,0,0,50
23652536,0,0,51
23652537,20,12,60
23652538,32,21,66
23652539,18,12,66
23652540,14,8,56
23652541,0,0,49
23652542,10,6,58
23652543,0,0,61
23652544,0,0,65
23652545,4,5,122
23652546,7,6,84
23652547,0,0,42
23652548,0,0,51
23652549,0,0,50
23652550,0,0,52
23652551,0,0,72
23652552,8,6,71
23652553,0,0,54
23652554,0,0,64
23652555,0,0,50
23652556,10,6,63
23652557,0,0,55
23652558,0,0,41
23652559,0,0,48
23652560,0,0,57
23652561,0,0,60
23652562,0,0,48
23652563,0,0,55
23652564,0,0,76
23652565,9,5,57
23652566,8,6,80
23652567,0,0,56
23652568,60,93,154
23652569,18,14,78
23652570,0,0,48
23652571,0,0,57
23652572,0,0,64
23652573,0,0,58
23652574,0,0,51
23652575,8,5,62
23652576,0,0,57
23652577,0,0,71
23652578,0,0,51
23652579,0,0,55
23652580,9,5,55
23652581,0,0,59
23652582,0,0,56
23652583,0,0,43
23652584,0,0,58
23652585,0,0,47
23652586,0,0,65
23652587,0,0,57
23652588,0,0,48
23652589,0,0,51
23652590,0,0,46
23652591,0,0,92
23652592,0,0,53
23652593,0,0,62
23652594,0,0,47
23652595,0,0,48
23652596,0,0,59
23652597,0,0,48
23652598,0,0,47
23652599,0,0,44
23652600,0,0,48
23652601,0,0,43
23652602,9,5,56
23652603,81,206,255
23652604,83,219,265
23652605,72,181,250
23652606,12,13,110
23652607,0,0,56
23652608,4,5,113
23652609,14,13,92
23652610,29,20,68
23652611,0,0,48
23652612,0,0,37
23652613,65,119,184
23652614,31,30,98
23652615,70,135,194
23652616,0,0,46
23652617,59,70,119
23652618,52,74,142
23652619,0,0,49
23652620,0,0,49
23652621,0,0,41
23652622,0,0,58
23652623,0,0,59
23652624,0,0,46
23652625,0,0,54
23652626,0,0,60
23652627,0,0,37
23652628,0,0,39
23652629,0,0,45
23652630,0,0,59
23652631,0,0,46
23652632,0,0,45
23652633,0,0,52
23652634,0,0,0
23652635,0,0,114
23652636,0,0,37
23652637,0,0,28
23652638,0,0,68
23652639,16,10,63
23652640,0,0,56
23652641,0,0,58
23652642,0,0,47
23652643,0,0,54
23652644,0,0,64
23652645,0,0,70
23652646,0,0,47
23652647,0,0,51
23652648,0,0,50
23652649,0,0,80
23652650,10,5,49
23652651,0,0,50
23652652,0,0,40
23652653,9,8,90
23652654,0,0,44
23652655,0,0,57
23652656,0,0,68
23652657,0,0,65
23652658,0,0,43
23652659,0,0,60
23652660,0,0,60
23652661,10,5,52
23652662,0,0,62
23652663,0,0,69
23652664,0,0,54
23652665,86,151,175
23652666,28,30,106
23652667,6,5,85
23652668,17,17,103
23652669,0,0,64
23652670,0,0,79
23652671,0,0,68
23652672,22,30,135
23652673,6,7,118
23652674,9,8,93
23652675,2,5,242
23652676,16,33,210
23652677,0,0,97
23652678,0,0,0
23652679,8,9,114
23652680,4,5,126
23652681,0,0,60
23652682,0,0,0
23652683,5,5,105
23652684,0,0,58
23652685,0,0,70
23652686,0,0,54
23652687,20,17,85
23652688,22,13,58
23652689,17,21,127
23652690,7,6,87
23652691,19,14,73
23652692,20,13,66
23652693,18,14,79
23652694,0,0,0
23652695,8,7,92
23652696,7,5,67
23652697,11,8,73
23652698,17,13,78
23652699,8,9,115
23652700,19,16,83
23652701,22,22,100
23652702,0,0,68
23652703,7,7,94
23652704,0,0,0
23652705,7,10,135
23652706,21,15,71
23652707,66,126,190
23652708,61,105,172
23652709,7,7,102
23652710,0,0,0
23652711,0,0,80
23652712,25,39,158
23652713,6,6,98
23652714,0,0,0
23652715,0,0,0
23652716,0,0,93
23652717,0,0,84
23652718,0,0,43
23652719,0,0,59
23652720,11,11,98
23652721,0,0,160
23652722,5,5,94
23652723,0,0,125
23652724,0,0,31
23652725,0,0,0
23652726,0,0,94
23652727,9,7,82
23652728,0,0,0
23652729,0,0,93
23652730,10,5,50
23652731,28,15,54
23652732,0,0,51
23652733,0,0,66
23652734,0,0,46
23652735,0,0,0
23652736,37,52,141
23652737,7,12,180
23652738,0,0,86
23652739,0,0,111
23652740,23,19,84
23652741,0,0,93
23652742,0,0,42
23652743,0,0,32
23652744,0,0,38
23652745,0,0,50
23652746,0,0,41
23652747,0,0,39
23652748,0,0,40
23652749,0,0,41
23652750,0,0,43
23652751,0,0,41
23652752,0,0,59
23652753,0,0,41
23652754,0,0,53
23652755,19,10,53
23652756,0,0,48
23652757,9,5,56
23652758,0,0,37
23652759,0,0,41
23652760,11,5,47
23652761,0,0,51
23652762,0,0,48
23652763,0,0,41
23652764,0,0,48
23652765,0,0,45
23652766,0,0,42
23652767,0,0,45
23652768,0,0,47
23652769,0,0,43
23652770,0,0,47
23652771,0,0,37
23652772,0,0,53
23652773,0,0,43
23652774,0,0,53
23652775,0,0,49
23652776,0,0,45
23652777,0,0,45
23652778,0,0,43
23652779,0,0,42
23652780,0,0,51
23652781,0,0,49
23652782,14,7,49
23652783,0,0,45
23652784,0,0,38
23652785,0,0,60
23652786,0,0,41
23652787,0,0,60
23652788,0,0,53
23652789,0,0,49
23652790,0,0,59
23652791,0,0,50
